Issue Type,Epic,Summary,Description,Acceptance Criteria,Story Points,Labels,Dependencies,Parent
Sub-task,Financial Layer,FIN-04 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;financial;payments;phase1;subtask,,FIN-04: Snapshot and lock the FX rate at quotation time
Story,Financial Layer,FIN-05: Calculate sell rate through the full net→buffer→markup→commission pipeline,"As a Consultant, I want see a correct sell_rate on every line item combining net rate, currency buffer, markup, and commission, so that PRD §12.1's worked examples produce decimal-safe, auditable results end-to-end.

PRD reference(s): §12.1 Worked Examples A & B; §24.1 (decimal-safe arithmetic)
Module(s)/Screen(s): payments
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Orchestrates FIN-01/02/03/04 into one pipeline — the composition is the risk, not any individual step.","- Given a hotel line item is priced per Worked Example B's inputs, when the pipeline runs, then sell_rate matches the worked example to the cent using `Money`'s `BigDecimal`/`HALF_UP` semantics, never `double`.",5,backend;financial;payments;phase1,"FIN-01, FIN-02, FIN-03, FIN-04",
Sub-task,Financial Layer,FIN-05 subtask: [NEW] Backend: `PricingPipeline` composing buffer→markup→commission→FX-snapshot in order,[NEW] Backend: `PricingPipeline` composing buffer→markup→commission→FX-snapshot in order,,,backend;financial;payments;phase1;subtask,,FIN-05: Calculate sell rate through the full net→buffer→markup→commission pipeline
Sub-task,Financial Layer,FIN-05 subtask: [NEW] Backend: unit test — both worked examples reproduced exactly,[NEW] Backend: unit test — both worked examples reproduced exactly,,,backend;financial;payments;phase1;subtask,,FIN-05: Calculate sell rate through the full net→buffer→markup→commission pipeline
Sub-task,Financial Layer,FIN-05 subtask: [NEW] Backend: integrationTest — full pipeline against a real line item persist/read round trip,[NEW] Backend: integrationTest — full pipeline against a real line item persist/read round trip,,,backend;financial;payments;phase1;subtask,,FIN-05: Calculate sell rate through the full net→buffer→markup→commission pipeline
Story,Financial Layer,"FIN-06: Model the Wallet with balance, credit limit, and pending holds","As a Consultant, I want see my available balance, credit limit, and any pending holds in one place, so that PRD §12.3's wallet model is the source of truth for booking confirmation eligibility.

PRD reference(s): §12.3 Wallet & Credit Limit; §20.12 Wallet Ledger Entry
Module(s)/Screen(s): payments
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: New Wallet + WalletLedgerEntry entities with the enum-typed ledger from PRD §20.12.","- Given a Consultant's wallet is queried, when the response is inspected, then it exposes available balance, credit limit, and pending holds, denominated in the home-market currency.",5,backend;financial;payments;phase1,FND-01,
Sub-task,Financial Layer,"FIN-06 subtask: [NEW] Backend: `Wallet` entity + `WalletRepository` (package-private, own Flyway migration)","[NEW] Backend: `Wallet` entity + `WalletRepository` (package-private, own Flyway migration)",,,backend;financial;payments;phase1;subtask,,"FIN-06: Model the Wallet with balance, credit limit, and pending holds"
Sub-task,Financial Layer,FIN-06 subtask: [NEW] Backend: `getWallet` on the module `ServiceImpl` + domain event publication (`@Transactional`),[NEW] Backend: `getWallet` on the module `ServiceImpl` + domain event publication (`@Transactional`),,,backend;financial;payments;phase1;subtask,,"FIN-06: Model the Wallet with balance, credit limit, and pending holds"
Sub-task,Financial Layer,FIN-06 subtask: [NEW] Backend: REST endpoint `GET /api/v1/wallet` (Controller depends on the module's `Api` interface only),[NEW] Backend: REST endpoint `GET /api/v1/wallet` (Controller depends on the module's `Api` interface only),,,backend;financial;payments;phase1;subtask,,"FIN-06: Model the Wallet with balance, credit limit, and pending holds"
Sub-task,Financial Layer,"FIN-06 subtask: [NEW] Backend: unit test (service logic, mocked repository/publisher)","[NEW] Backend: unit test (service logic, mocked repository/publisher)",,,backend;financial;payments;phase1;subtask,,"FIN-06: Model the Wallet with balance, credit limit, and pending holds"
Sub-task,Financial Layer,FIN-06 subtask: [NEW] Backend: `@ApplicationModuleTest` module-slice test (event publish/consume),[NEW] Backend: `@ApplicationModuleTest` module-slice test (event publish/consume),,,backend;financial;payments;phase1;subtask,,"FIN-06: Model the Wallet with balance, credit limit, and pending holds"
Story,Financial Layer,"FIN-07: Place a hold on booking confirmation, release or debit on final confirmation","As a Consultant, I want have a booking place a hold on my wallet that converts to a debit on final confirmation, or releases if the booking doesn't complete, so that PRD §12.3's hold lifecycle is enforced, preventing a Consultant from over-committing funds mid-booking.

PRD reference(s): §12.3 Wallet & Credit Limit
Module(s)/Screen(s): payments
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: State-machine on top of FIN-06's Wallet entity, invoked from BOK-13's booking flow.","- Given a booking reaches the payment step with wallet selected, when a hold is placed, then the wallet's pending-holds figure increases by the booking total.
- Given the booking confirms, when the hold resolves, then it converts to a `Debit` ledger entry and pending holds decreases correspondingly.
- Given the booking is abandoned/cancelled before confirmation, when the hold resolves, then it is released back to available balance.",5,backend;financial;payments;phase1,"FIN-06, BOK-13",
Sub-task,Financial Layer,FIN-07 subtask: [EXTEND] Backend: `placeHold/resolveHold` business logic / state-transition method,[EXTEND] Backend: `placeHold/resolveHold` business logic / state-transition method,,,backend;financial;payments;phase1;subtask,,"FIN-07: Place a hold on booking confirmation, release or debit on final confirmation"
Sub-task,Financial Layer,"FIN-07 subtask: [EXTEND] Backend: domain event publication (`@Transactional`, same method scope)","[EXTEND] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;financial;payments;phase1;subtask,,"FIN-07: Place a hold on booking confirmation, release or debit on final confirmation"
Sub-task,Financial Layer,FIN-07 subtask: [EXTEND] Backend: REST endpoint `(internal — invoked during confirmBooking)`,[EXTEND] Backend: REST endpoint `(internal — invoked during confirmBooking)`,,,backend;financial;payments;phase1;subtask,,"FIN-07: Place a hold on booking confirmation, release or debit on final confirmation"
Sub-task,Financial Layer,FIN-07 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;financial;payments;phase1;subtask,,"FIN-07: Place a hold on booking confirmation, release or debit on final confirmation"
Sub-task,Financial Layer,FIN-07 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;financial;payments;phase1;subtask,,"FIN-07: Place a hold on booking confirmation, release or debit on final confirmation"
Story,Financial Layer,FIN-08: Block booking confirmation on credit-limit breach with an actionable message,"As a Consultant, I want be blocked from confirming a booking that would exceed my wallet balance plus available credit, with a clear top-up prompt, so that PRD §22.4's T8 requirement is met.

PRD reference(s): §22.4 T8; §12.3 Wallet & Credit Limit
Module(s)/Screen(s): payments
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Enforcement rule on top of FIN-07's hold mechanism; the DB-level constraint (backend-best-practices §3) is what makes it a real guarantee, not just an app-level check.","- Given a Consultant's wallet balance plus available credit is less than the booking total, when they attempt to confirm payment via wallet, then the system blocks confirmation with an actionable 'top up required' message (T8).",5,backend;financial;payments;phase1,FIN-07,
Sub-task,Financial Layer,"FIN-08 subtask: [EXTEND] Backend: conditional `UPDATE ... WHERE balance + credit_limit >= amount` with row-count check (DB-level enforcement, not app-level-only)","[EXTEND] Backend: conditional `UPDATE ... WHERE balance + credit_limit >= amount` with row-count check (DB-level enforcement, not app-level-only)",,,backend;financial;payments;phase1;subtask,,FIN-08: Block booking confirmation on credit-limit breach with an actionable message
Sub-task,Financial Layer,FIN-08 subtask: [NEW] Backend: service-layer mapping to the actionable top-up message,[NEW] Backend: service-layer mapping to the actionable top-up message,,,backend;financial;payments;phase1;subtask,,FIN-08: Block booking confirmation on credit-limit breach with an actionable message
Sub-task,Financial Layer,FIN-08 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;financial;payments;phase1;subtask,,FIN-08: Block booking confirmation on credit-limit breach with an actionable message
Sub-task,Financial Layer,FIN-08 subtask: [NEW] Backend: integrationTest — breach attempt against Testcontainers Postgres,[NEW] Backend: integrationTest — breach attempt against Testcontainers Postgres,,,backend;financial;payments;phase1;subtask,,FIN-08: Block booking confirmation on credit-limit breach with an actionable message
Story,Financial Layer,FIN-09: Build the Wallet & Billing screen with pre-payment breach warning,"As a Consultant, I want see my balance, transaction ledger, and an inline warning before I reach the payment step if a pending booking would breach my credit limit, so that PRD §21.7's layout and breach-state requirement (warning appears before payment, not after) are both implemented.

PRD reference(s): §21.7 Wallet & Billing Screen
Module(s)/Screen(s): payments, Wallet & Billing Screen (21.7) — NEW feature folder
Testing tier(s): unit, module (@ApplicationModuleTest), component test
Story points reasoning: New screen with a cross-screen breach-warning requirement (must appear before, not on, the payment step) — genuinely cross-cutting UI state.","- Given a pending booking would breach the credit limit, when the User is on any screen before the payment step, then an inline warning appears before they reach payment, not after.
- Given the Consultant filters the transaction ledger by type, when they apply the filter, then only entries matching that `WalletLedgerEntry.type` (TopUp/Hold/Debit/Refund/CommissionDeduction) are shown.",8,backend;frontend;financial;payments;phase1,FIN-08,
Sub-task,Financial Layer,FIN-09 subtask: [NEW] Backend: `GET /api/v1/wallet/ledger?type=` paginated endpoint,[NEW] Backend: `GET /api/v1/wallet/ledger?type=` paginated endpoint,,,backend;frontend;financial;payments;phase1;subtask,,FIN-09: Build the Wallet & Billing screen with pre-payment breach warning
Sub-task,Financial Layer,FIN-09 subtask: [NEW] Frontend: `useWalletBilling` hook (React Query for server data per RULES.md §7.1),[NEW] Frontend: `useWalletBilling` hook (React Query for server data per RULES.md §7.1),,,backend;frontend;financial;payments;phase1;subtask,,FIN-09: Build the Wallet & Billing screen with pre-payment breach warning
Sub-task,Financial Layer,FIN-09 subtask: [NEW] Frontend: `WalletBilling.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),[NEW] Frontend: `WalletBilling.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),,,backend;frontend;financial;payments;phase1;subtask,,FIN-09: Build the Wallet & Billing screen with pre-payment breach warning
